Row ID,Order ID,Order Date,Country,City,Region,Subregion,Customer,Customer ID,Industry,Segment,Product,License,Sales,Quantity,Discount,Profit,Year,Month,Day of Week,Month Name,OID_Number,Profit Margin (%),Avg Price,Discount Level,Profit Category
676,APJ-2023-130351,2023-12-06,India,Mumbai,APJ,IND,Cvs Health,1026,Retail,SMB,Data Smasher,1XWPN29M2Z,99.39,3,0.0,40.7499,2023,12,Wednesday,December,130351,41.0,33.13,No Discount,Profit
677,APJ-2023-119438,2023-03-19,Japan,Hyogo,APJ,JAPN,News Corp.,1071,Misc,SMB,OneView,35754GMQM8,2.688,3,0.8,-7.392,2023,3,Sunday,March,119438,-275.0,0.896,High (>30%),Loss
678,APJ-2023-119438,2023-03-19,Japan,Hyogo,APJ,JAPN,News Corp.,1071,Misc,SMB,Data Smasher,I90W8L4CR7,27.816,3,0.2,4.5201,2023,3,Sunday,March,119438,16.25,9.272,Low (0–20%),Profit
679,APJ-2023-119438,2023-03-19,Japan,Hyogo,APJ,JAPN,News Corp.,1071,Misc,SMB,SaaS Connector Pack,B6YL96KUHP,82.524,3,0.6,-41.262,2023,3,Sunday,March,119438,-50.0,27.508,High (>30%),Loss
680,APJ-2023-119438,2023-03-19,Japan,Hyogo,APJ,JAPN,News Corp.,1071,Misc,SMB,ContactMatcher,55PDC6VGTA,182.994,3,0.8,-320.2395,2023,3,Sunday,March,119438,-175.00000000000003,60.998,High (>30%),Loss
681,EMEA-2022-164511,2022-11-20,United Kingdom,London,EMEA,UKIR,Bank Of America Corp.,1011,Finance,SMB,ContactMatcher,I5VDQJPKRO,14.352,3,0.2,4.6644,2022,11,Sunday,November,164511,32.49999999999999,4.784,Low (0–20%),Profit
682,EMEA-2022-164511,2022-11-20,United Kingdom,London,EMEA,UKIR,Bank Of America Corp.,1011,Finance,SMB,Marketing Suite - Gold,UY7NIUJ66R,64.96,2,0.0,2.5984,2022,11,Sunday,November,164511,4.0,32.48,No Discount,Profit
683,EMEA-2022-164511,2022-11-20,United Kingdom,London,EMEA,UKIR,Bank Of America Corp.,1011,Finance,SMB,Marketing Suite - Gold,42L0E993S7,68.6,4,0.0,18.522,2022,11,Sunday,November,164511,27.0,17.15,No Discount,Profit
684,EMEA-2023-168116,2023-11-05,Sweden,Gothenburg,EMEA,NOR,Costco Wholesale,1025,Retail,STRATEGIC,Big Ol Database,BT5A3EPA0H,7999.98,4,0.5,-3839.9904,2023,11,Sunday,November,168116,-48.00000000000001,1999.995,High (>30%),Loss
685,EMEA-2023-168116,2023-11-05,Sweden,Gothenburg,EMEA,NOR,Costco Wholesale,1025,Retail,STRATEGIC,OneView,2AGJJM00Y8,167.44,2,0.2,14.651,2023,11,Sunday,November,168116,8.75,83.72,Low (0–20%),Profit
686,EMEA-2020-157784,2020-07-05,Ukraine,Kyiv,EMEA,EU-EAST,Allstate,1003,Finance,SMB,Data Smasher,SA359RFIQK,479.97,3,0.0,163.1898,2020,7,Sunday,July,157784,34.0,159.99,No Discount,Profit
687,EMEA-2020-157784,2020-07-05,Ukraine,Kyiv,EMEA,EU-EAST,Allstate,1003,Finance,SMB,FinanceHub,KY7N2XBB3M,14.62,2,0.0,6.8714,2020,7,Sunday,July,157784,47.0,7.31,No Discount,Profit
688,EMEA-2020-157784,2020-07-05,Ukraine,Kyiv,EMEA,EU-EAST,Allstate,1003,Finance,SMB,Support,X8TSL0KUTE,19.44,3,0.0,9.3312,2020,7,Sunday,July,157784,48.00000000000001,6.48,No Discount,Profit
689,EMEA-2023-161480,2023-12-26,United Kingdom,London,EMEA,UKIR,Microsoft,1066,Tech,SMB,Marketing Suite,8HY9YST93B,191.984,2,0.2,4.7996,2023,12,Tuesday,December,161480,2.5,95.992,Low (0–20%),Profit
690,EMEA-2020-117135,2020-06-21,Spain,Madrid,EMEA,EU-WEST,Caterpillar,1016,Manufacturing,SMB,SaaS Connector Pack,5VK16XG7GF,104.01,1,0.0,14.5614,2020,6,Sunday,June,117135,14.000000000000002,104.01,No Discount,Profit
691,EMEA-2020-117135,2020-06-21,Spain,Madrid,EMEA,EU-WEST,Caterpillar,1016,Manufacturing,SMB,Site Analytics,Z0ICB6R86B,284.82,1,0.0,74.0532,2020,6,Sunday,June,117135,26.0,284.82,No Discount,Profit
692,EMEA-2020-117135,2020-06-21,Spain,Madrid,EMEA,EU-WEST,Caterpillar,1016,Manufacturing,SMB,Marketing Suite - Gold,KMJ3AUP78L,36.84,3,0.0,10.3152,2020,6,Sunday,June,117135,27.999999999999996,12.280000000000001,No Discount,Profit
693,AMER-2021-131534,2021-03-28,United States,New York City,AMER,NAMER,Intel,1051,Tech,SMB,Data Smasher,AGR5537K6C,166.24,1,0.0,24.936,2021,3,Sunday,March,131534,15.0,166.24,No Discount,Profit
694,AMER-2021-131534,2021-03-28,United States,New York City,AMER,NAMER,Intel,1051,Tech,SMB,Support,O5A484OD82,33.4,5,0.0,16.032,2021,3,Sunday,March,131534,48.00000000000001,6.68,No Discount,Profit
695,EMEA-2021-119291,2021-05-14,France,Lyon,EMEA,EU-WEST,Siemens,1043,Manufacturing,ENTERPRISE,ChatBot Plugin,I70KKU01F7,198.272,8,0.2,17.3488,2021,5,Friday,May,119291,8.75,24.784,Low (0–20%),Profit
696,EMEA-2021-119291,2021-05-14,France,Lyon,EMEA,EU-WEST,Siemens,1043,Manufacturing,ENTERPRISE,FinanceHub,4WUQ1M4KK6,47.36,4,0.2,17.76,2021,5,Friday,May,119291,37.50000000000001,11.84,Low (0–20%),Profit
697,EMEA-2021-119291,2021-05-14,France,Lyon,EMEA,EU-WEST,Siemens,1043,Manufacturing,ENTERPRISE,SaaS Connector Pack - Gold,2362UPUB5T,200.984,7,0.2,62.8075,2021,5,Friday,May,119291,31.25,28.712,Low (0–20%),Profit
698,EMEA-2021-119291,2021-05-14,France,Lyon,EMEA,EU-WEST,Siemens,1043,Manufacturing,ENTERPRISE,FinanceHub,B21OQ8IZ5V,97.696,4,0.2,31.7512,2021,5,Friday,May,119291,32.5,24.424,Low (0–20%),Profit
699,EMEA-2021-119291,2021-05-14,France,Lyon,EMEA,EU-WEST,Siemens,1043,Manufacturing,ENTERPRISE,ChatBot Plugin,5J8JP4U49E,2.696,1,0.2,0.8088,2021,5,Friday,May,119291,30.0,2.696,Low (0–20%),Profit
700,EMEA-2021-119291,2021-05-14,France,Lyon,EMEA,EU-WEST,Siemens,1043,Manufacturing,ENTERPRISE,ContactMatcher,1IMEQZ23VK,18.588,2,0.7,-13.6312,2021,5,Friday,May,119291,-73.33333333333333,9.294,High (>30%),Loss
701,EMEA-2021-119291,2021-05-14,France,Lyon,EMEA,EU-WEST,Siemens,1043,Manufacturing,ENTERPRISE,ContactMatcher,F0CEETQDE2,4.896,3,0.7,-3.4272,2021,5,Friday,May,119291,-70.0,1.632,High (>30%),Loss
702,AMER-2023-114552,2023-09-03,Mexico,Tijuana,AMER,LATAM,Pemex,1058,Energy,STRATEGIC,SaaS Connector Pack,4PMY1BXMH0,15.072,3,0.2,4.1448,2023,9,Sunday,September,114552,27.500000000000004,5.024,Low (0–20%),Profit
703,AMER-2022-163755,2022-11-05,Canada,Toronto,AMER,NAMER,Allianz,1080,Finance,STRATEGIC,SaaS Connector Pack,WMWSD67EJ8,209.88,3,0.0,35.6796,2022,11,Saturday,November,163755,17.0,69.96,No Discount,Profit
704,AMER-2021-142027,2021-04-09,United States,Jacksonville,AMER,NAMER,Itochu,1032,Finance,SMB,ContactMatcher,J9P6OAZOXZ,369.912,3,0.2,-13.8717,2021,4,Friday,April,142027,-3.7500000000000004,123.30399999999999,Low (0–20%),Loss
705,EMEA-2020-138527,2020-09-12,Sweden,Gothenburg,EMEA,NOR,Philip Morris International,1075,Consumer Products,STRATEGIC,Support,9D3GTYPVPO,10.368,2,0.2,3.6288,2020,9,Saturday,September,138527,35.0,5.184,Low (0–20%),Profit
706,EMEA-2020-138527,2020-09-12,Sweden,Gothenburg,EMEA,NOR,Philip Morris International,1075,Consumer Products,STRATEGIC,OneView,QDKVMB18F4,166.84,5,0.2,18.7695,2020,9,Saturday,September,138527,11.25,33.368,Low (0–20%),Profit
707,EMEA-2020-138527,2020-09-12,Sweden,Gothenburg,EMEA,NOR,Philip Morris International,1075,Consumer Products,STRATEGIC,Data Smasher,UY44MRI16P,15.216,1,0.2,2.2824,2020,9,Saturday,September,138527,15.0,15.216,Low (0–20%),Profit
708,EMEA-2020-112158,2020-12-02,United Kingdom,London,EMEA,UKIR,Mckesson,1063,Consumer Products,SMB,Data Smasher,XZAN2SZ4IT,119.96,4,0.0,52.7824,2020,12,Wednesday,December,112158,44.00000000000001,29.99,No Discount,Profit
709,EMEA-2020-112158,2020-12-02,United Kingdom,London,EMEA,UKIR,Mckesson,1063,Consumer Products,SMB,Marketing Suite,TPRZQ3BXT4,883.92,5,0.2,-110.49,2020,12,Wednesday,December,112158,-12.5,176.784,Low (0–20%),Loss
710,EMEA-2020-112158,2020-12-02,United Kingdom,London,EMEA,UKIR,Mckesson,1063,Consumer Products,SMB,ContactMatcher,SEUMT30Y8C,46.72,8,0.2,15.768,2020,12,Wednesday,December,112158,33.75,5.84,Low (0–20%),Profit
711,EMEA-2020-113887,2020-04-05,United Kingdom,London,EMEA,UKIR,Bmw,1039,Manufacturing,ENTERPRISE,Support,D6W248UWC0,55.48,1,0.0,26.6304,2020,4,Sunday,April,113887,48.00000000000001,55.48,No Discount,Profit
712,EMEA-2023-146136,2023-09-04,Germany,Leipzig,EMEA,EU-WEST,At&T,1010,Communications,SMB,SaaS Connector Pack - Gold,9P120CJ5A6,24.448,4,0.2,8.8624,2023,9,Monday,September,146136,36.24999999999999,6.112,Low (0–20%),Profit
713,EMEA-2023-100048,2023-05-20,United Kingdom,Edinburgh,EMEA,UKIR,Caterpillar,1016,Manufacturing,STRATEGIC,OneView,MJU1YXPAPR,281.34,6,0.0,109.7226,2023,5,Saturday,May,100048,39.0,46.88999999999999,No Discount,Profit
714,EMEA-2023-100048,2023-05-20,United Kingdom,Edinburgh,EMEA,UKIR,Caterpillar,1016,Manufacturing,STRATEGIC,Site Analytics,HPHJ89UJZJ,307.98,2,0.0,89.3142,2023,5,Saturday,May,100048,28.999999999999996,153.99,No Discount,Profit
715,EMEA-2023-100048,2023-05-20,United Kingdom,Edinburgh,EMEA,UKIR,Caterpillar,1016,Manufacturing,STRATEGIC,Data Smasher,17VCIN4HAP,299.97,3,0.0,113.9886,2023,5,Saturday,May,100048,38.0,99.99000000000001,No Discount,Profit
716,AMER-2020-153150,2020-07-01,Canada,Toronto,AMER,NAMER,Pemex,1058,Energy,STRATEGIC,ContactMatcher,S1TW9YSWPQ,19.92,5,0.2,6.972,2020,7,Wednesday,July,153150,35.0,3.9840000000000004,Low (0–20%),Profit
717,APJ-2020-130092,2020-01-12,Philippines,Davao City,APJ,APAC,Wells Fargo,1099,Finance,SMB,SaaS Connector Pack,LOZTAYAQ03,9.94,2,0.0,3.0814,2020,1,Sunday,January,130092,31.0,4.97,No Discount,Profit
718,AMER-2023-108910,2023-09-25,Mexico,Monterrey,AMER,LATAM,Home Depot,1047,Retail,SMB,SaaS Connector Pack,TZAXV0E1SO,103.056,3,0.2,24.4758,2023,9,Monday,September,108910,23.75,34.352,Low (0–20%),Profit
719,EMEA-2020-104472,2020-06-02,Turkey,Istanbul,EMEA,MEA,Comcast,1022,Communications,ENTERPRISE,ContactMatcher,RT712FHK95,59.808,3,0.2,19.4376,2020,6,Tuesday,June,104472,32.5,19.936,Low (0–20%),Profit
720,EMEA-2020-104472,2020-06-02,Turkey,Istanbul,EMEA,MEA,Comcast,1022,Communications,ENTERPRISE,SaaS Connector Pack,MZ6BRFXD5I,73.32,6,0.0,21.996,2020,6,Tuesday,June,104472,30.0,12.219999999999999,No Discount,Profit
721,AMER-2022-112942,2022-02-13,United States,New York City,AMER,NAMER,Kroger,1057,Retail,ENTERPRISE,Support,LEIP2VYFZG,146.82,3,0.0,73.41,2022,2,Sunday,February,112942,50.0,48.94,No Discount,Profit
722,AMER-2022-142335,2022-12-16,Brazil,São Paulo,AMER,LATAM,Comcast,1022,Communications,STRATEGIC,ContactMatcher,DT1V6B6TZL,1652.94,3,0.0,231.4116,2022,12,Friday,December,142335,13.999999999999998,550.98,No Discount,Profit
723,AMER-2022-142335,2022-12-16,Brazil,São Paulo,AMER,LATAM,Comcast,1022,Communications,STRATEGIC,Marketing Suite - Gold,5LW1K1YVIO,296.37,3,0.0,80.0199,2022,12,Friday,December,142335,27.0,98.79,No Discount,Profit
724,EMEA-2020-117429,2020-10-07,France,Paris,EMEA,EU-WEST,Kroger,1057,Retail,ENTERPRISE,SaaS Connector Pack,UNEI6MNV0E,129.92,5,0.2,21.112,2020,10,Wednesday,October,117429,16.25,25.983999999999998,Low (0–20%),Profit
725,EMEA-2022-114713,2022-07-08,Germany,Hanover,EMEA,EU-WEST,Fannie Mae,1035,Finance,STRATEGIC,Support,PY8TWBVDC7,45.584,7,0.2,5.1282,2022,7,Friday,July,114713,11.249999999999998,6.5120000000000005,Low (0–20%),Profit
726,APJ-2023-144113,2023-09-17,Japan,Chiba,APJ,JAPN,Ford Motor,1009,Manufacturing,SMB,SaaS Connector Pack - Gold,MBMXBXRZDW,17.568,2,0.2,6.3684,2023,9,Sunday,September,144113,36.25,8.784,Low (0–20%),Profit
727,APJ-2023-144113,2023-09-17,Japan,Chiba,APJ,JAPN,Ford Motor,1009,Manufacturing,SMB,Site Analytics,LRQ6I9LCSR,55.992,1,0.2,5.5992,2023,9,Sunday,September,144113,10.0,55.992,Low (0–20%),Profit
728,EMEA-2022-150861,2022-12-04,United Kingdom,Leeds,EMEA,UKIR,Chevron,1017,Energy,SMB,Support,MC8BAHYBQP,182.72,8,0.0,84.0512,2022,12,Sunday,December,150861,46.0,22.84,No Discount,Profit
729,EMEA-2022-150861,2022-12-04,United Kingdom,Leeds,EMEA,UKIR,Chevron,1017,Energy,SMB,ContactMatcher,GYJ29JSPB5,400.032,2,0.4,-153.3456,2022,12,Sunday,December,150861,-38.33333333333333,200.016,High (>30%),Loss
730,EMEA-2022-150861,2022-12-04,United Kingdom,Leeds,EMEA,UKIR,Chevron,1017,Energy,SMB,Marketing Suite - Gold,F9WV9D2OZ2,33.63,3,0.0,10.089,2022,12,Sunday,December,150861,30.0,11.21,No Discount,Profit
731,EMEA-2022-150861,2022-12-04,United Kingdom,Leeds,EMEA,UKIR,Chevron,1017,Energy,SMB,FinanceHub,9XEQD5BA0G,542.646,3,0.1,102.4998,2022,12,Sunday,December,150861,18.88888888888889,180.88199999999998,Low (0–20%),Profit
732,EMEA-2022-150861,2022-12-04,United Kingdom,Leeds,EMEA,UKIR,Chevron,1017,Energy,SMB,FinanceHub,TU633T69HR,6.3,2,0.0,3.024,2022,12,Sunday,December,150861,48.00000000000001,3.15,No Discount,Profit
733,AMER-2023-131954,2023-01-22,Canada,Toronto,AMER,NAMER,Walmart,1096,Retail,ENTERPRISE,Marketing Suite - Gold,Q889T247SF,242.94,3,0.0,9.7176,2023,1,Sunday,January,131954,3.9999999999999996,80.98,No Discount,Profit
734,AMER-2023-131954,2023-01-22,Canada,Toronto,AMER,NAMER,Walmart,1096,Retail,ENTERPRISE,Data Smasher,N51F22AC80,179.97,3,0.0,86.3856,2023,1,Sunday,January,131954,48.0,59.99,No Discount,Profit
735,AMER-2023-131954,2023-01-22,Canada,Toronto,AMER,NAMER,Walmart,1096,Retail,ENTERPRISE,ContactMatcher,U7X2AS544F,99.696,6,0.2,33.6474,2023,1,Sunday,January,131954,33.75,16.616,Low (0–20%),Profit
736,AMER-2023-131954,2023-01-22,Canada,Toronto,AMER,NAMER,Walmart,1096,Retail,ENTERPRISE,ContactMatcher,OYJR5YWO5X,27.936,4,0.2,9.4284,2023,1,Sunday,January,131954,33.75,6.984,Low (0–20%),Profit
737,AMER-2023-131954,2023-01-22,Canada,Toronto,AMER,NAMER,Walmart,1096,Retail,ENTERPRISE,Marketing Suite,ZH20C5AZ4D,84.98,1,0.0,18.6956,2023,1,Sunday,January,131954,21.999999999999996,84.98,No Discount,Profit
738,AMER-2023-131954,2023-01-22,Canada,Toronto,AMER,NAMER,Walmart,1096,Retail,ENTERPRISE,ContactMatcher,GYOSD3OLMA,18.72,5,0.2,6.552,2023,1,Sunday,January,131954,35.0,3.7439999999999998,Low (0–20%),Profit
739,AMER-2020-132500,2020-09-08,United States,Los Angeles,AMER,NAMER,Trafigura Group,1100,Finance,SMB,Data Smasher,84HI3ULCME,49.98,2,0.0,8.4966,2020,9,Tuesday,September,132500,17.000000000000004,24.99,No Discount,Profit
740,APJ-2020-112326,2020-01-05,Australia,Wollongong,APJ,ANZ,Cvs Health,1026,Retail,ENTERPRISE,FinanceHub,XGQWR8K66V,11.784,3,0.2,4.2717,2020,1,Sunday,January,112326,36.25,3.9280000000000004,Low (0–20%),Profit
741,APJ-2020-112326,2020-01-05,Australia,Wollongong,APJ,ANZ,Cvs Health,1026,Retail,ENTERPRISE,Marketing Suite - Gold,54J2FWJY59,272.736,3,0.2,-64.7748,2020,1,Sunday,January,112326,-23.75,90.91199999999999,Low (0–20%),Loss
742,APJ-2020-112326,2020-01-05,Australia,Wollongong,APJ,ANZ,Cvs Health,1026,Retail,ENTERPRISE,ContactMatcher,K3HDHHY5YG,3.54,2,0.8,-5.487,2020,1,Sunday,January,112326,-155.0,1.77,High (>30%),Loss
743,APJ-2022-146710,2022-08-28,Japan,Aichi,APJ,JAPN,Comcast,1022,Communications,SMB,Support,F4TTS7FKG0,51.52,5,0.2,-10.948,2022,8,Sunday,August,146710,-21.25,10.304,Low (0–20%),Loss
744,APJ-2022-146710,2022-08-28,Japan,Aichi,APJ,JAPN,Comcast,1022,Communications,SMB,Support,HGUWEA14H3,3.528,1,0.2,1.1466,2022,8,Sunday,August,146710,32.5,3.528,Low (0–20%),Profit
745,APJ-2022-146710,2022-08-28,Japan,Aichi,APJ,JAPN,Comcast,1022,Communications,SMB,Support,53UMQGGEE6,4.624,1,0.2,1.6762,2022,8,Sunday,August,146710,36.25,4.624,Low (0–20%),Profit
746,APJ-2022-146710,2022-08-28,Japan,Aichi,APJ,JAPN,Comcast,1022,Communications,SMB,Support,WT4IQ2MZ9K,55.168,4,0.2,6.2064,2022,8,Sunday,August,146710,11.25,13.792,Low (0–20%),Profit
747,AMER-2020-124429,2020-05-27,United States,Seattle,AMER,NAMER,General Motors,1041,Manufacturing,STRATEGIC,ContactMatcher,4G0QH6YT7Y,567.12,10,0.2,-28.356,2020,5,Wednesday,May,124429,-5.0,56.712,Low (0–20%),Loss
748,AMER-2020-124429,2020-05-27,United States,Seattle,AMER,NAMER,General Motors,1041,Manufacturing,STRATEGIC,Marketing Suite - Gold,SO3E6T5H0M,359.32,4,0.0,7.1864,2020,5,Wednesday,May,124429,2.0,89.83,No Discount,Profit
749,APJ-2022-150889,2022-03-21,Australia,Brisbane,APJ,ANZ,Toyota Motor,1087,Manufacturing,SMB,Site Analytics,YHTWN1HI7P,11.992,1,0.2,0.8994,2022,3,Monday,March,150889,7.5,11.992,Low (0–20%),Profit
750,AMER-2023-126074,2023-10-03,Brazil,Belo Horizonte,AMER,LATAM,Fedex,1036,Transportation,SMB,ContactMatcher,P292CK7GET,58.05,3,0.0,26.703,2023,10,Tuesday,October,126074,46.0,19.349999999999998,No Discount,Profit
751,AMER-2023-126074,2023-10-03,Brazil,Belo Horizonte,AMER,LATAM,Fedex,1036,Transportation,SMB,SaaS Connector Pack,JT538NIIB4,157.74,11,0.0,56.7864,2023,10,Tuesday,October,126074,36.0,14.340000000000002,No Discount,Profit
752,AMER-2023-126074,2023-10-03,Brazil,Belo Horizonte,AMER,LATAM,Fedex,1036,Transportation,SMB,ChatBot Plugin,FNTS0SGJPI,56.98,7,0.0,22.792,2023,10,Tuesday,October,126074,40.0,8.139999999999999,No Discount,Profit
753,AMER-2023-126074,2023-10-03,Brazil,Belo Horizonte,AMER,LATAM,Fedex,1036,Transportation,SMB,ContactMatcher,SPOSTK8U4N,2.88,1,0.0,1.4112,2023,10,Tuesday,October,126074,49.00000000000001,2.88,No Discount,Profit
754,AMER-2022-110499,2022-04-08,United States,Los Angeles,AMER,NAMER,Chevron,1017,Energy,STRATEGIC,Alchemy,6CNP10V0Q6,1199.976,3,0.2,374.9925,2022,4,Friday,April,110499,31.25,399.992,Low (0–20%),Profit
755,AMER-2021-135272,2021-12-07,United States,New York City,AMER,NAMER,Apple,1008,Tech,SMB,SaaS Connector Pack,KOXHPW14PO,79.92,4,0.0,28.7712,2021,12,Tuesday,December,135272,36.0,19.98,No Discount,Profit
756,EMEA-2022-140928,2022-09-19,Germany,Berlin,EMEA,EU-WEST,Allianz,1080,Finance,STRATEGIC,ContactMatcher,BR326RGWCK,383.438,4,0.45,-167.3184,2022,9,Monday,September,140928,-43.63636363636363,95.8595,High (>30%),Loss
757,EMEA-2020-106803,2020-12-29,Luxembourg,Luxembourg,EMEA,EU-WEST,Verizon Communications,1094,Communications,SMB,Marketing Suite - Gold,6E3J83WXDU,24.56,2,0.0,6.8768,2020,12,Tuesday,December,106803,28.000000000000004,12.28,No Discount,Profit
758,EMEA-2020-106803,2020-12-29,Luxembourg,Luxembourg,EMEA,EU-WEST,Verizon Communications,1094,Communications,SMB,Data Smasher,TYS86NYAUK,119.8,4,0.0,47.92,2020,12,Tuesday,December,106803,40.0,29.95,No Discount,Profit
759,EMEA-2023-117240,2023-07-24,United Kingdom,London,EMEA,UKIR,Allstate,1003,Finance,STRATEGIC,ContactMatcher,UF2HA7KPGK,13.128,3,0.2,4.2666,2023,7,Monday,July,117240,32.5,4.376,Low (0–20%),Profit
760,EMEA-2023-133333,2023-09-19,Italy,Genoa,EMEA,EU,Enel,1013,Energy,STRATEGIC,Support,F0EES5IDMK,22.72,4,0.0,10.224,2023,9,Tuesday,September,133333,45.0,5.68,No Discount,Profit
761,AMER-2021-112319,2021-08-31,United States,New York City,AMER,NAMER,Pepsico,1073,Consumer Products,SMB,Support,2V79MQGHT5,58.32,9,0.0,27.9936,2021,8,Tuesday,August,112319,48.0,6.48,No Discount,Profit
762,EMEA-2023-126046,2023-11-04,Finland,Helsinki,EMEA,NOR,Itochu,1032,Finance,STRATEGIC,FinanceHub,PEODAR8P28,12.39,3,0.0,5.6994,2023,11,Saturday,November,126046,46.0,4.13,No Discount,Profit
763,AMER-2021-114923,2021-02-08,Mexico,Mexico City,AMER,LATAM,Citigroup,1020,Finance,SMB,Site Analytics,6DM33CYPEB,107.982,3,0.4,-26.9955,2021,2,Monday,February,114923,-25.0,35.994,High (>30%),Loss
764,EMEA-2020-162775,2020-01-14,Czech Republic,Ostrava,EMEA,EU-EAST,Bosch,1076,Tech,STRATEGIC,SaaS Connector Pack - Gold,75LIU26K7H,11.36,2,0.0,5.3392,2020,1,Tuesday,January,162775,47.0,5.68,No Discount,Profit
765,EMEA-2020-162775,2020-01-14,Czech Republic,Ostrava,EMEA,EU-EAST,Bosch,1076,Tech,STRATEGIC,SaaS Connector Pack - Gold,955XW8SASF,50.94,3,0.0,25.47,2020,1,Tuesday,January,162775,50.0,16.98,No Discount,Profit
766,EMEA-2020-162775,2020-01-14,Czech Republic,Ostrava,EMEA,EU-EAST,Bosch,1076,Tech,STRATEGIC,Data Smasher,SZ09O2NFTT,646.74,6,0.0,258.696,2020,1,Tuesday,January,162775,40.0,107.79,No Discount,Profit
767,EMEA-2020-162775,2020-01-14,Czech Republic,Ostrava,EMEA,EU-EAST,Bosch,1076,Tech,STRATEGIC,ContactMatcher,AGXOWY4XQ2,5.64,3,0.0,2.7072,2020,1,Tuesday,January,162775,48.0,1.88,No Discount,Profit
768,EMEA-2020-162775,2020-01-14,Czech Republic,Ostrava,EMEA,EU-EAST,Bosch,1076,Tech,STRATEGIC,Marketing Suite - Gold,IUBA4R9OS6,572.58,6,0.0,34.3548,2020,1,Tuesday,January,162775,5.999999999999999,95.43,No Discount,Profit
769,EMEA-2020-106810,2020-05-14,Germany,Leipzig,EMEA,EU-WEST,Nestle,1089,Consumer Products,STRATEGIC,SaaS Connector Pack,IEKIT0RQLF,310.88,2,0.2,23.316,2020,5,Thursday,May,106810,7.5,155.44,Low (0–20%),Profit
770,EMEA-2022-157245,2022-05-20,Spain,Madrid,EMEA,EU-WEST,Johnson & Johnson,1055,Healthcare,SMB,FinanceHub,51483W4OXK,641.96,2,0.0,179.7488,2022,5,Friday,May,157245,27.999999999999996,320.98,No Discount,Profit
771,EMEA-2023-104220,2023-01-31,Netherlands,Amsterdam,EMEA,EU-WEST,Aviva,1006,Finance,STRATEGIC,ContactMatcher,WQZUGHXKLX,18.28,2,0.0,9.14,2023,1,Tuesday,January,104220,50.0,9.14,No Discount,Profit
772,EMEA-2023-104220,2023-01-31,Netherlands,Amsterdam,EMEA,EU-WEST,Aviva,1006,Finance,STRATEGIC,Site Analytics,LUXULNH2YS,207.0,3,0.0,51.75,2023,1,Tuesday,January,104220,25.0,69.0,No Discount,Profit
773,EMEA-2023-104220,2023-01-31,Netherlands,Amsterdam,EMEA,EU-WEST,Aviva,1006,Finance,STRATEGIC,ContactMatcher,3Q76KX5WTV,32.35,5,0.0,16.175,2023,1,Tuesday,January,104220,50.0,6.470000000000001,No Discount,Profit
774,EMEA-2023-104220,2023-01-31,Netherlands,Amsterdam,EMEA,EU-WEST,Aviva,1006,Finance,STRATEGIC,ContactMatcher,Z4X6UMIDEO,7.71,1,0.0,3.4695,2023,1,Tuesday,January,104220,45.0,7.71,No Discount,Profit
775,EMEA-2023-104220,2023-01-31,Netherlands,Amsterdam,EMEA,EU-WEST,Aviva,1006,Finance,STRATEGIC,ChatBot Plugin,GXBFB282HT,40.3,2,0.0,10.881,2023,1,Tuesday,January,104220,27.0,20.15,No Discount,Profit
776,EMEA-2023-104220,2023-01-31,Netherlands,Amsterdam,EMEA,EU-WEST,Aviva,1006,Finance,STRATEGIC,SaaS Connector Pack,B82QJV70HB,34.58,7,0.0,14.5236,2023,1,Tuesday,January,104220,42.00000000000001,4.9399999999999995,No Discount,Profit
777,AMER-2020-165974,2020-06-29,Mexico,Guadalajara,AMER,LATAM,Prudential Financial,1078,Finance,SMB,ChatBot Plugin,70GCRVT676,32.76,7,0.2,3.6855,2020,6,Monday,June,165974,11.250000000000002,4.68,Low (0–20%),Profit
778,AMER-2021-144267,2021-08-21,United States,Los Angeles,AMER,NAMER,Siemens,1043,Manufacturing,ENTERPRISE,FinanceHub,TJMQIOI9E6,544.008,3,0.2,40.8006,2021,8,Saturday,August,144267,7.5,181.336,Low (0–20%),Profit
779,AMER-2021-144267,2021-08-21,United States,Los Angeles,AMER,NAMER,Siemens,1043,Manufacturing,ENTERPRISE,Support,WPG8G78PHF,59.94,3,0.0,28.1718,2021,8,Saturday,August,144267,47.0,19.98,No Discount,Profit
780,AMER-2021-144267,2021-08-21,United States,Los Angeles,AMER,NAMER,Siemens,1043,Manufacturing,ENTERPRISE,Support,JNIWOA0R06,23.92,4,0.0,11.7208,2021,8,Saturday,August,144267,49.0,5.98,No Discount,Profit
781,AMER-2021-144267,2021-08-21,United States,Los Angeles,AMER,NAMER,Siemens,1043,Manufacturing,ENTERPRISE,Support,CY3Z19THSF,4.28,1,0.0,1.926,2021,8,Saturday,August,144267,44.99999999999999,4.28,No Discount,Profit
782,AMER-2021-157014,2021-10-03,Mexico,Mexico City,AMER,LATAM,Daimler,1052,Transportation,SMB,ContactMatcher,D9OCJU9TLG,32.07,5,0.7,-22.449,2021,10,Sunday,October,157014,-70.0,6.414,High (>30%),Loss
